Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category	CMB	Device	Supported Platforms	Proceeds Reason	Preserved Pricing	Client	Order Type
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	1F	1	0.00	05/11/2026	05/11/2026	INR	IN	 	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	1F	2	0.00	05/11/2026	05/11/2026	BRL	BR	 	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	10	0.00	05/11/2026	05/11/2026	CLP	CL	CLP	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	4	0.00	05/11/2026	05/11/2026	PEN	PE	PEN	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.8.1	7F	1	0.00	05/11/2026	05/11/2026	USD	US	USD	1230327951	0.00	 	 	 	 	Health & Fitness		Desktop	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	7F	1	0.00	05/11/2026	05/11/2026	AED	AE	AED	426684873	0.00	 	 	 	 	Health & Fitness		iPad	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	1	0.00	05/11/2026	05/11/2026	RUB	RU	 	1230327951	0.00	 	 	 	 	Health & Fitness		Desktop	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	4	0.00	05/11/2026	05/11/2026	EUR	GR	 	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	7F	9	0.00	05/11/2026	05/11/2026	BRL	BR	BRL	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	3F	56	0.00	05/11/2026	05/11/2026	IDR	ID	IDR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	com.sports_tracker.iphone.active.1month_2	 	Sports Tracker Premium Monthly	6.15.0	IAY	3	3.82	05/11/2026	05/11/2026	USD	US	USD	6444886816	4.49	 	20110316	Renewal	1 Month	Health & Fitness		iPhone	iOS and watchOS	Rate After One Year	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	4	0.00	05/11/2026	05/11/2026	GBP	GB	GBP	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	1	0.00	05/11/2026	05/11/2026	AUD	AU	 	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	22	0.00	05/11/2026	05/11/2026	EUR	AT	 	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.39.1	3F	1	0.00	05/11/2026	05/11/2026	THB	TH	THB	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.19.2	3F	1	0.00	05/11/2026	05/11/2026	GBP	GB	GBP	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	3F	134	0.00	05/11/2026	05/11/2026	EUR	DE	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.0	7F	1	0.00	05/11/2026	05/11/2026	COP	CO	COP	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.0.0	3F	1	0.00	05/11/2026	05/11/2026	GBP	GB	GBP	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.28.0	3F	1	0.00	05/11/2026	05/11/2026	EUR	FR	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	5	0.00	05/11/2026	05/11/2026	SGD	SG	SGD	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	com.sports_tracker.iphone.active.1year_2	 	Sports Tracker Premium Yearly	6.24.0	IAY	2	203.32	05/11/2026	05/11/2026	NOK	NO	NOK	6444699214	299.00	 	20110316	Renewal	1 Year	Health & Fitness		iPhone	iOS and watchOS	Rate After One Year	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	2	0.00	05/11/2026	05/11/2026	EUR	BG	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	com.sports_tracker.iphone.active.1month_2	 	Sports Tracker Premium Monthly	6.42.0	IAY	1	3.38	05/11/2026	05/11/2026	EUR	FI	EUR	6444886816	4.99	 	20110316	Renewal	1 Month	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.38.1	3F	1	0.00	05/11/2026	05/11/2026	CHF	CH	CHF	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	8	0.00	05/11/2026	05/11/2026	HUF	HU	HUF	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	777	Suunto	Suunto 7R	1.1.5	3	1	0.00	05/11/2026	05/11/2026	EUR	IT	EUR	1040056379	0.00	 	 	 	 	Lifestyle		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.5.0	3F	1	0.00	05/11/2026	05/11/2026	BRL	BR	BRL	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.18.0	3F	1	0.00	05/11/2026	05/11/2026	USD	US	USD	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.29.3	3F	1	0.00	05/11/2026	05/11/2026	BRL	BR	BRL	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	69	Suunto	Suunto Dive Learning Tools – Teach yourself how to set up and use the Suunto D4i Novo, Vyper Novo and Zoop Novo.	1.2	1F	1	0.00	05/11/2026	05/11/2026	USD	KH	 	911410807	0.00	 	 	 	 	Sports		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	3	0.00	05/11/2026	05/11/2026	COP	CO	COP	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	com.sports_tracker.iphone.active.1year_2	 	Sports Tracker Premium Yearly	6.15.0	IAY	2	20.38	05/11/2026	05/11/2026	EUR	SK	EUR	6444699214	29.49	 	20110316	Renewal	1 Year	Health & Fitness		iPhone	iOS and watchOS	Rate After One Year	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.0	7F	1	0.00	05/11/2026	05/11/2026	EUR	FR	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.7.0	3F	1	0.00	05/11/2026	05/11/2026	SEK	SE	SEK	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	10	0.00	05/11/2026	05/11/2026	PEN	PE	PEN	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.0	3F	1	0.00	05/11/2026	05/11/2026	EUR	SI	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	5	0.00	05/11/2026	05/11/2026	JPY	JP	JPY	1230327951	0.00	 	 	 	 	Health & Fitness		Desktop	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	7F	1	0.00	05/11/2026	05/11/2026	COP	CO	COP	426684873	0.00	 	 	 	 	Health & Fitness		iPad	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	6	0.00	05/11/2026	05/11/2026	DKK	DK	DKK	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	1	0.00	05/11/2026	05/11/2026	USD	BY	USD	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	39	0.00	05/11/2026	05/11/2026	ZAR	ZA	ZAR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	7F	13	0.00	05/11/2026	05/11/2026	CHF	CH	CHF	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	2	0.00	05/11/2026	05/11/2026	AUD	AU	AUD	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.6.1	3F	1	0.00	05/11/2026	05/11/2026	EUR	FI	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.31.2	3F	1	0.00	05/11/2026	05/11/2026	TWD	TW	TWD	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	4	0.00	05/11/2026	05/11/2026	SEK	SE	SEK	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.8.1	7F	1	0.00	05/11/2026	05/11/2026	GBP	GB	GBP	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.33.0	3F	1	0.00	05/11/2026	05/11/2026	PLN	PL	PLN	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.36.2	3F	1	0.00	05/11/2026	05/11/2026	AUD	AU	AUD	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	3F	1	0.00	05/11/2026	05/11/2026	USD	KH	USD	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.2.0	7F	1	0.00	05/11/2026	05/11/2026	USD	US	USD	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.5.1	3F	2	0.00	05/11/2026	05/11/2026	USD	US	USD	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.0.1	3F	1	0.00	05/11/2026	05/11/2026	EUR	FR	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	5	0.00	05/11/2026	05/11/2026	EUR	LV	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.5.1	3F	2	0.00	05/11/2026	05/11/2026	AUD	AU	AUD	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.34.0	3F	1	0.00	05/11/2026	05/11/2026	THB	TH	THB	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	3	0.00	05/11/2026	05/11/2026	NOK	NO	NOK	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.2.0	3F	1	0.00	05/11/2026	05/11/2026	USD	US	USD	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	1F	2	0.00	05/11/2026	05/11/2026	EUR	HR	 	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.15.0	3F	1	0.00	05/11/2026	05/11/2026	EUR	FI	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	2	0.00	05/11/2026	05/11/2026	DKK	DK	 	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	3F	1	0.00	05/11/2026	05/11/2026	EUR	GR	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.13.2	3F	1	0.00	05/11/2026	05/11/2026	EUR	DE	EUR	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	1F	1	0.00	05/11/2026	05/11/2026	ZAR	ZA	 	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	2	0.00	05/11/2026	05/11/2026	ILS	IL	ILS	426684873	0.00	 	 	 	 	Health & Fitness		iPad	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.37.10	3F	1	0.00	05/11/2026	05/11/2026	JPY	JP	JPY	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	com.sports_tracker.iphone.active.1month_2	 	Sports Tracker Premium Monthly	6.31.2	IAY	1	3.38	05/11/2026	05/11/2026	EUR	FI	EUR	6444886816	4.99	 	20110316	Renewal	1 Month	Health & Fitness		iPhone	iOS and watchOS	Rate After One Year	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.8.0	7F	1	0.00	05/11/2026	05/11/2026	EUR	IT	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		Desktop	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	20	0.00	05/11/2026	05/11/2026	NOK	NO	NOK	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	com.sports_tracker.iphone.active.1year_2	 	Sports Tracker Premium Yearly	6.15.0	IAY	3	20.81	05/11/2026	05/11/2026	EUR	IT	EUR	6444699214	29.99	 	20110316	Renewal	1 Year	Health & Fitness		iPhone	iOS and watchOS	Rate After One Year	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	2	0.00	05/11/2026	05/11/2026	RON	RO	 	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.0	3F	1	0.00	05/11/2026	05/11/2026	PLN	PL	PLN	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.39.1	3F	1	0.00	05/11/2026	05/11/2026	EUR	IT	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	1	0.00	05/11/2026	05/11/2026	USD	GT	USD	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	3F	284	0.00	05/11/2026	05/11/2026	EUR	FR	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	23	0.00	05/11/2026	05/11/2026	ZAR	ZA	ZAR	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	453	0.00	05/11/2026	05/11/2026	EUR	DE	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.0	7F	1	0.00	05/11/2026	05/11/2026	EUR	ES	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	3F	2	0.00	05/11/2026	05/11/2026	GBP	GB	GBP	1230327951	0.00	 	 	 	 	Health & Fitness		Desktop	iOS	 	 	 	 
APPLE	US	com.sports_tracker.iphone.active.1year_2	 	Sports Tracker Premium Yearly	6.15.0	IAY	3	32.45	05/11/2026	05/11/2026	AUD	AU	AUD	6444699214	41.99	 	20110316	Renewal	1 Year	Health & Fitness		iPhone	iOS and watchOS	Rate After One Year	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	7F	2	0.00	05/11/2026	05/11/2026	TRY	TR	TRY	426684873	0.00	 	 	 	 	Health & Fitness		iPad	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.5.0	3F	1	0.00	05/11/2026	05/11/2026	EUR	GR	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	3F	100	0.00	05/11/2026	05/11/2026	EUR	IT	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	7F	12	0.00	05/11/2026	05/11/2026	PLN	PL	PLN	426684873	0.00	 	 	 	 	Health & Fitness		iPad	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.5.0	7F	1	0.00	05/11/2026	05/11/2026	EUR	SI	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	1	0.00	05/11/2026	05/11/2026	NZD	NZ	NZD	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	95	0.00	05/11/2026	05/11/2026	EUR	SI	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.2.0	3F	1	0.00	05/11/2026	05/11/2026	EUR	IT	EUR	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	7F	81	0.00	05/11/2026	05/11/2026	EUR	DE	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	6.24.0	3F	1	0.00	05/11/2026	05/11/2026	EUR	FI	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	1	0.00	05/11/2026	05/11/2026	EGP	EG	 	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.7.1	7F	1	0.00	05/11/2026	05/11/2026	EUR	SI	EUR	1230327951	0.00	 	 	 	 	Health & Fitness		iPad	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	1	0.00	05/11/2026	05/11/2026	DKK	DK	DKK	1230327951	0.00	 	 	 	 	Health & Fitness		Desktop	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	1	0.00	05/11/2026	05/11/2026	USD	KH	USD	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	2.46.0	3F	1	0.00	05/11/2026	05/11/2026	TRY	TR	TRY	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	7F	2	0.00	05/11/2026	05/11/2026	CAD	CA	CAD	1230327951	0.00	 	 	 	 	Health & Fitness		Desktop	iOS	 	 	 	 
APPLE	US	STSUUNTOAPP	Suunto	Suunto	3.9.1	1F	2	0.00	05/11/2026	05/11/2026	EUR	EE	 	1230327951	0.00	 	 	 	 	Health & Fitness		iPhone	iOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	3F	1	0.00	05/11/2026	05/11/2026	TWD	TW	TWD	426684873	0.00	 	 	 	 	Health & Fitness		Apple Watch	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.6.1	1F	2	0.00	05/11/2026	05/11/2026	KZT	KZ	 	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.3.1	3F	1	0.00	05/11/2026	05/11/2026	SEK	SE	SEK	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
APPLE	US	20110316	Suunto	Sports Tracker: Run Bike Hike	7.5.0	3F	1	0.00	05/11/2026	05/11/2026	EUR	RS	EUR	426684873	0.00	 	 	 	 	Health & Fitness		iPhone	iOS and watchOS	 	 	 	 
