Event Date	App Name	App Apple ID	Subscription Name	Subscription Apple ID	Subscription Group ID	Standard Subscription Duration	Subscription Offer Name	Promotional Offer ID	Subscription Offer Type	Subscription Offer Duration	Marketing Opt-In Duration	Customer Price	Customer Currency	Developer Proceeds	Proceeds Currency	Preserved Pricing	Proceeds Reason	Client	Device	Country	Subscriber ID	Subscriber ID Reset	Refund	Purchase Date	Units
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	420714849232246				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						129.00	CZK	90.62	CZK	 	Rate After One Year	 	iPhone	CZ	637508497676696				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						91.90	ILS	78.12	ILS	 	Rate After One Year	 	iPhone	IL	679505988831861				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						39.00	DKK	26.52	DKK	 	Rate After One Year	 	iPhone	DK	476607022233785				1
2026-05-12	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	203702959794805				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	21.24	EUR	 	Rate After One Year	 	iPhone	GR	497593254147082				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						6.99	AUD	5.40	AUD	 	 	 	iPhone	AU	567660791995236				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						4.49	USD	3.82	USD	 	 	 	iPhone	US	154587053383933				1
2026-05-12	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						28.49	USD	24.22	USD	 	Rate After One Year	 	iPhone	US	560607297084655				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month			Free Trial	2 Weeks		0.00	THB	0.00	THB	 	 	 	iPhone	TH	672522242858545				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	 	 	iPhone	FI	602645727261433				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	476607029928171				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.49	EUR	20.38	EUR	 	Rate After One Year	 	iPhone	SK	511601699155640				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						4.49	USD	3.82	USD	 	 	 	iPhone	US	203702939000843				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						21900.00	COP	15642.86	COP	 	Rate After One Year	 	iPhone	CO	791483484240787				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						3.99	GBP	2.82	GBP	 	 	 	iPhone	GB	686481348383280				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						769.00	CZK	540.21	CZK	 	Rate After One Year	 	iPhone	CZ	238737907673946				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	210614618267160				1
2026-05-12	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	462656694321026				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.99	EUR	21.02	EUR	 	Rate After One Year	 	iPhone	ES	777566024002784				1
2026-05-08	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						139.99	PLN	96.74	PLN	 	Rate After One Year	 	iPhone	PL	518492514718439				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year			Free Trial	2 Weeks		0.00	GBP	0.00	GBP	 	 	 	iPhone	GB	259749813270789				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month			Free Trial	2 Weeks		0.00	TWD	0.00	TWD	 	 	 	iPhone	TW	455608837852205				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						39.00	DKK	26.52	DKK	 	 	 	iPhone	DK	511600811596989				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						139.99	PLN	96.74	PLN	 	Rate After One Year	 	iPhone	PL	217730536457184				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.49	USD	3.82	USD	 	Rate After One Year	 	iPhone	US	672521737809770				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	672522237884394				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.49	USD	3.82	USD	 	 	 	iPhone	US	616642840975583				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						39.00	DKK	26.52	DKK	 	 	 	iPhone	DK	588641612238507				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.49	EUR	21.06	EUR	 	Rate After One Year	 	iPhone	DE	420714851506147				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						2190.00	KZT	1604.74	KZT	 	 	 	iPhone	KZ	441705337767178				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						39.00	DKK	26.52	DKK	 	Rate After One Year	 	iPhone	DK	630599264252778				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	238736706466036				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						13.90	ILS	11.82	ILS	 	Rate After One Year	 	iPhone	IL	217729376613289				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						769.00	CZK	540.21	CZK	 	Rate After One Year	 	iPhone	CZ	658528664357895				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	 	 	iPhone	FI	567660789040242				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	602645710313950				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						4.99	EUR	3.53	EUR	 	 	 	iPhone	FR	266707191458822				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						305.00	SEK	207.40	SEK	 	Rate After One Year	 	iPhone	SE	609641878626671				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						5.57	USD	3.82	USD	 	Rate After One Year	 	iPhone	IS	483620841145101				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	623597773590038				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year			Free Trial	2 Weeks		0.00	EUR	0.00	EUR	 	 	 	iPhone	DE	644575277493121				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month			Free Trial	2 Weeks		0.00	THB	0.00	THB	 	 	 	iPhone	TH	210614621006869				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	483620824803153				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.49	EUR	21.06	EUR	 	Rate After One Year	 	iPhone	DE	791484535071456				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.99	EUR	20.81	EUR	 	Rate After One Year	 	iPhone	IT	630600247549204				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						305.00	SEK	207.40	SEK	 	Rate After One Year	 	iPhone	SE	574655746733084				1
2026-05-12	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						91.90	ILS	78.12	ILS	 	Rate After One Year	 	iPhone	IL	266707722314378				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year			Free Trial	2 Weeks		0.00	EUR	0.00	EUR	 	 	 	iPhone	FI	574655747369958				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						4.99	EUR	3.38	EUR	 	 	 	iPhone	FI	777564918709238				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						769.00	CZK	540.21	CZK	 	Rate After One Year	 	iPhone	CZ	189736838453332				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year			Free Trial	2 Weeks		0.00	MYR	0.00	MYR	 	 	 	iPhone	MY	203703951370978				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.49	EUR	20.21	EUR	 	Rate After One Year	 	iPhone	EE	791484536885072				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year			Free Trial	2 Weeks		0.00	EUR	0.00	EUR	 	 	 	iPhone	FI	539534918341267				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year			Free Trial	2 Weeks		0.00	EUR	0.00	EUR	 	 	 	iPhone	FR	476608047645298				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	770513085049710				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year						39.99	CAD	33.99	CAD	 	 	 	iPhone	CA	777566030259314				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						4.99	EUR	3.38	EUR	 	 	 	iPhone	FI	210613868022196				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.49	USD	3.82	USD	 	Rate After One Year	 	iPhone	US	511600834781290				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	252676422541720				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	672522239744812				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						11490.00	HUF	7690.00	HUF	 	Rate After One Year	 	iPhone	HU	637509494070794				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.49	EUR	20.38	EUR	 	Rate After One Year	 	iPhone	SK	525662892778116				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4500.00	CLP	3214.00	CLP	 	Rate After One Year	 	iPhone	CL	441704888676690				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						49.00	NOK	33.32	NOK	 	Rate After One Year	 	iPhone	NO	259748540416948				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						29.99	EUR	20.81	EUR	 	Rate After One Year	 	iPhone	IT	161708239408844				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						39.00	DKK	26.52	DKK	 	Rate After One Year	 	iPhone	DK	546558360928071				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	525661841785705				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month			Free Trial	2 Weeks		0.00	PLN	0.00	PLN	 	 	 	iPhone	PL	609641879775133				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.49	USD	3.82	USD	 	 	 	iPhone	MG	525661837147015				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year						30.99	EUR	20.99	EUR	 	 	 	iPhone	FI	427627588041292				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.79	EUR	3.39	EUR	 	 	 	iPhone	BG	504645480160677				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	616642823030117				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	259749805182156				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	588642590989602				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						30.99	EUR	20.99	EUR	 	Rate After One Year	 	iPhone	FI	784482917392127				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	686481000526022				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.51	EUR	 	Rate After One Year	 	iPhone	NL	455608088219125				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly 14d	6747807750	21069661	1 Month						4.49	USD	3.82	USD	 	 	 	iPhone	US	497592259290870				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						39.00	DKK	26.52	DKK	 	Rate After One Year	 	iPhone	DK	497592235308394				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	Rate After One Year	 	iPhone	FI	448671167548655				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.53	EUR	 	Rate After One Year	 	iPhone	RS	553431872828382				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly	6444699214	21069661	1 Year						769.00	CZK	540.21	CZK	 	Rate After One Year	 	iPhone	CZ	462656687817375				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Yearly 14d	6747804431	21069661	1 Year						30.99	EUR	21.50	EUR	 	 	 	iPhone	IT	567661393782373				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.49	USD	3.82	USD	 	 	 	iPhone	US	259748549263856				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.50	EUR	 	Rate After One Year	 	iPhone	ES	637508495530188				1
2026-05-11	Sports Tracker: Run Bike Hike	426684873	Sports Tracker Premium Monthly	6444886816	21069661	1 Month						4.99	EUR	3.38	EUR	 	 	 	iPhone	FI	266707158904230				1
